Time;Fz1
2.742;-414137.5684
2.744;-401201.6096
2.746;-428997.739
2.748;-430850.627
2.75;-400571.4643
2.752;-393202.9895
2.754;-413054.8074
2.756;-358820.3387
2.758;-353517.0788
2.76;-366767.2594
2.762;-373347.7688
2.764;-372868.2968
2.766;-340258.7874
2.768;-328478.1611
2.77;-372891.0977
2.772;-335117.4311
2.774;-342352.0211
2.776;-293747.6824
2.778;-280528.0449
2.78;-242856.7273
2.782;-222178.3614
2.784;-228230.9184
2.786;-259496.8742
2.788;-196380.5185
2.79;-225553.3256
2.792;-174554.5764
2.794;-202678.3985
2.796;-242652.795
2.798;-240706.803
2.8;-201490.5803
2.802;-213937.6375
2.804;-217536.1585
2.806;-224974.6384
2.808;-232689.8487
2.81;-206420.191
2.812;-200347.6123
2.814;-181292.7639
2.816;-227123.6975
2.818;-228253.4359
2.82;-247131.3075
2.822;-222454.4399
2.824;-180312.749
2.826;-169781.0839
2.828;-160563.3369
2.83;-198971.0482
2.832;-174498.8361
2.834;-183523.7533
2.836;-163194.6899
2.838;-169393.1417
2.84;-163807.692
2.842;-166430.6789
2.844;-172179.6347
2.846;-178702.1349
2.848;-198316.2444
2.85;-197303.1341
2.852;-180623.7095
2.854;-177265.6901
2.856;-165397.5752
2.858;-162050.5876
2.86;-171632.1995
2.862;-154060.1494
2.864;-199592.5723
2.866;-145408.172
2.868;-128956.7426
2.87;-111057.8365
2.872;-124250.4476
2.874;-164811.8265
2.876;-118833.6936
2.878;-126847.9962
2.88;-123292.8366
2.882;-126437.1255
2.884;-116234.415
2.886;-138474.9996
2.888;-158907.0218
2.89;-135254.0978
2.892;-164948.462
2.894;-219293.8301
2.896;-216467.6056
2.898;-231657.8512
2.9;-239636.9457
2.902;-239847.2305
2.904;-216322.7459
2.906;-187015.8701
2.908;-208342.0208
2.91;-274979.1928
2.912;-244475.2253
2.914;-242891.3824
2.916;-262021.0003
2.918;-274472.2974
2.92;-255828.1069
2.922;-271535.8258
2.924;-302285.0738
2.926;-311531.0809
2.928;-289197.6476
2.93;-304140.9113
2.932;-268165.5977
2.934;-342901.2289
2.936;-340185.138
2.938;-366065.138
2.94;-400615.1661
2.942;-416353.0028
2.944;-434769.9495
2.946;-446505.7678
2.948;-487413.8259
2.95;-457239.3943
2.952;-500499.0684
2.954;-505457.6484
2.956;-469843.8602
2.958;-449838.9019
2.96;-483683.6607
2.962;-486320.3453
2.964;-442754.418
2.966;-419815.3988
2.968;-376606.4312
2.97;-368954.5895
2.972;-364869.3366
2.974;-393379.1014
2.976;-385468.0268
2.978;-386234.1553
2.98;-371137.7511
2.982;-380061.5105
2.984;-322760.968
2.986;-309401.0649
2.988;-298162.2161
2.99;-284263.3432
2.992;-305494.0789
2.994;-323742.7127
2.996;-304783.0243
2.998;-312273.1039
3;-307881.8248
3.002;-289166.0837
3.004;-300328.5038
3.006;-271063.2169
3.008;-253013.9494
3.01;-251136.8991
3.012;-332460.0443
3.014;-288030.8578
3.016;-286094.0828
3.018;-280639.4972
3.02;-264092.3124
3.022;-285793.8703
3.024;-280030.5647
3.026;-309835.644
3.028;-263117.3738
3.03;-254127.3953
3.032;-240717.4661
3.034;-222449.1935
3.036;-223074.7444
3.038;-244266.3583
3.04;-245810.3278
3.042;-264368.8445
3.044;-303823.343
3.046;-255095.9813
3.048;-272114.2721
3.05;-245788.1792
3.052;-278296.6442
3.054;-277469.9683
3.056;-292011.9469
3.058;-306841.2343
3.06;-312425.025
3.062;-342896.0674
3.064;-429813.1277
3.066;-398106.6943
3.068;-334996.7905
3.07;-440602.1683
3.072;-358674.6849
3.074;-353718.3737
3.076;-241977.5584
3.078;-259016.2961
3.08;-340055.6209
3.082;-281216.3552
3.084;-301291.7299
3.086;-238623.3249
3.088;-318893.2595
3.09;-273513.9774
3.092;-306864.0919
3.094;-360609.5316
3.096;-306059.5932
3.098;-324596.6702
3.1;-306082.4792
3.102;-293754.602
3.104;-283174.8536
3.106;-273528.9512
3.108;-263395.2673
3.11;-278858.6987
3.112;-274798.9974
3.114;-286329.3236
3.116;-320301.8982
3.118;-353668.4044
3.12;-412780.9125
3.122;-428793.8068
3.124;-401711.0857
3.126;-492641.0259
3.128;-472948.588
3.13;-531209.6625
3.132;-581113.2578
3.134;-589537.0697
3.136;-599876.1038
3.138;-489386.7309
3.14;-505577.5519
3.142;-482098.6553
3.144;-478353.2325
3.146;-448904.3186
3.148;-481603.5005
3.15;-454412.163
3.152;-431124.21
3.154;-359515.4837
3.156;-419650.1486
3.158;-387011.9963
3.16;-383854.2649
3.162;-385253.318
3.164;-381165.2574
3.166;-365498.3192
3.168;-368200.7974
3.17;-357228.7255
3.172;-353566.0271
3.174;-282490.4003
3.176;-341409.2138
3.178;-357413.3449
3.18;-282241.887
3.182;-232397.2651
3.184;-227198.1976
3.186;-216165.4081
3.188;-222966.7519
3.19;-209606.1967
3.192;-222979.2159
3.194;-245484.4502
3.196;-213330.137
3.198;-244595.1002
3.2;-231382.354
3.202;-261278.9205
3.204;-275810.4628
3.206;-265610.5599
3.208;-280077.2726
3.21;-280315.4345
3.212;-295014.7793
3.214;-303749.949
3.216;-295909.6311
3.218;-300413.1849
3.22;-310892.2292
3.222;-321458.8189
3.224;-343224.1286
3.226;-348372.9433
3.228;-332020.8428
3.23;-335744.627
3.232;-317217.7028
3.234;-336092.6533
3.236;-366972.4678
3.238;-356288.839
3.24;-361244.6115
3.242;-418316.7476
3.244;-475942.5722
3.246;-503224.9716
3.248;-464464.5973
3.25;-523181.01
3.252;-476619.624
3.254;-513483.4084
3.256;-539108.1455
3.258;-600948.8822
3.26;-590172.3765
3.262;-712991.498
3.264;-729807.9268
3.266;-687172.6693
3.268;-756626.2534
3.27;-808137.8818
3.272;-764004.7955
3.274;-713608.6547
3.276;-595836.5944
3.278;-511903.8478
3.28;-557869.1199
3.282;-543777.2897
3.284;-513210.2509
3.286;-570517.1175
3.288;-550353.1482
3.29;-493933.0791
3.292;-475202.3359
3.294;-472193.7465
3.296;-476772.9347
3.298;-482014.5413
3.3;-456066.0818
3.302;-485198.0513
3.304;-447977.2507
3.306;-479537.6903
3.308;-446744.6672
3.31;-446954.5549
3.312;-453949.9903
3.314;-471425.9164
3.316;-532864.3187
3.318;-516622.0538
3.32;-514353.1903
3.322;-501561.9212
3.324;-519256.98
3.326;-367104.9345
3.328;-364021.9301
3.33;-396932.5594
3.332;-424161.6999
3.334;-368243.8753
3.336;-391219.7903
3.338;-381390.3174
3.34;-324223.943
3.342;-373931.263
3.344;-348015.6152
3.346;-316431.7793
3.348;-339751.3815
3.35;-319532.6784
3.352;-343765.2823
3.354;-402415.022
3.356;-391060.8643
3.358;-320336.1563
3.36;-322625.2967
3.362;-289193.9325
3.364;-262746.7734
3.366;-261133.8907
3.368;-265578.6555
3.37;-252705.9666
3.372;-182680.4731
3.374;-177168.3891
3.376;-172444.0149
3.378;-185876.4046
3.38;-185499.0546
3.382;-198785.748
3.384;-197399.3858
3.386;-208510.5321
3.388;-206001.0678
3.39;-248762.9642
3.392;-223450.7473
3.394;-259469.5357
3.396;-253202.7377
3.398;-205338.0541
3.4;-207939.0908
3.402;-224238.5566
3.404;-197946.4949
3.406;-221177.403
3.408;-235807.5793
3.41;-217799.6597
3.412;-238273.1434
3.414;-253971.7873
3.416;-246740.0049
3.418;-254444.6799
3.42;-239070.694
3.422;-253474.5057
3.424;-268757.4296
3.426;-257542.9699
3.428;-273121.909
3.43;-314545.2002
3.432;-356624.2736
3.434;-376079.9961
3.436;-342466.508
3.438;-327720.8809
3.44;-341464.8549
3.442;-331448.1534
3.444;-346359.2293
3.446;-382308.452
3.448;-386701.5746
3.45;-365078.7139
3.452;-388425.002
3.454;-435283.3959
3.456;-413526.8492
3.458;-450696.4328
3.46;-370633.9751
3.462;-313330.7951
3.464;-267948.45
3.466;-244145.7459
3.468;-251867.068
3.47;-253803.2192
3.472;-241158.3694
3.474;-235566.3685
3.476;-208815.4665
3.478;-189157.4425
3.48;-184290.0378
3.482;-167506.194
3.484;-167883.3879
3.486;-163534.974
3.488;-164003.315
3.49;-169732.1214
3.492;-188537.9462
3.494;-194310.8655
3.496;-216706.42
3.498;-236768.636
3.5;-296267.895
3.502;-314782.4832
3.504;-329970.6868
3.506;-311320.3707
3.508;-288063.3578
3.51;-278144.1842
3.512;-277554.763
3.514;-322677.9317
3.516;-284099.2275
3.518;-284007.258
3.52;-330285.0505
3.522;-296206.4687
3.524;-328281.4039
3.526;-349217.9678
3.528;-334485.6694
3.53;-336305.6607
3.532;-387367.1407
3.534;-379653.1639
3.536;-341573.443
3.538;-374251.5536
3.54;-347313.3521
3.542;-420397.1914
3.544;-441339.512
3.546;-427726.7003
3.548;-476262.4093
3.55;-503096.1634
3.552;-365246.1476
3.554;-380953.2428
3.556;-379499.1157
3.558;-385348.2084
3.56;-352986.9287
3.562;-396013.2336
3.564;-400995.1534
3.566;-357900.0486
3.568;-399190.1642
3.57;-352074.6358
3.572;-383334.9765
3.574;-327877.935
3.576;-272739.0007
3.578;-250371.508
3.58;-251019.8599
3.582;-220360.5964
3.584;-209846.1738
3.586;-245829.0733
3.588;-258125.2163
3.59;-201440.6393
3.592;-192083.577
3.594;-198040.8324
3.596;-187492.5487
3.598;-206811.3377
3.6;-216905.3468
3.602;-219847.7171
3.604;-184554.163
3.606;-198480.5162
3.608;-232012.6554
3.61;-213460.4343
3.612;-224592.8361
3.614;-249572.5108
3.616;-274206.1445
3.618;-280435.4799
3.62;-341819.5172
3.622;-350721.5818
3.624;-364940.9724
3.626;-349035.8438
3.628;-307432.0451
3.63;-279391.6847
3.632;-214694.8329
3.634;-222493.0369
3.636;-213313.802
3.638;-223611.4173
3.64;-219771.3737
3.642;-213956.3831
3.644;-176614.7007
3.646;-180093.4034
3.648;-123449.9759
3.65;-128789.1387
3.652;-140189.5791
3.654;-135853.5441
3.656;-158513.4929
3.658;-163422.8836
3.66;-169891.7138
3.662;-165292.2344
3.664;-177056.2419
3.666;-183093.7544
3.668;-181677.4587
3.67;-156951.9406
3.672;-135097.2279
3.674;-147686.153
3.676;-153712.0948
3.678;-134854.0179
3.68;-156207.7765
3.682;-186971.8989
3.684;-200190.9834
3.686;-219254.2405
3.688;-189871.6309
3.69;-204715.2964
3.692;-204814.4691
3.694;-184369.1037
3.696;-190669.2241
3.698;-171980.3958
3.7;-158420.9846
3.702;-155608.5996
3.704;-152194.698
3.706;-170535.2872
3.708;-176441.836
3.71;-193083.3158
3.712;-218159.3417
3.714;-209352.7206
3.716;-233389.8716
3.718;-258241.348
3.72;-278062.3107
3.722;-313044.7341
3.724;-302999.5882
3.726;-312673.8218
3.728;-304470.9578
3.73;-327795.4659
3.732;-340632.3938
3.734;-400491.5758
3.736;-212941.8831
3.738;-237271.1356
3.74;-215544.2953
3.742;-235449.5705
3.744;-222830.8539
3.746;-231696.6326
3.748;-217980.9045
3.75;-219294.8652
3.752;-190882.7418
3.754;-175167.5358
3.756;-174018.485
3.758;-176982.6068
3.76;-247016.5655
3.762;-239496.0563
3.764;-252674.6861
3.766;-233632.004
3.768;-228369.7518
3.77;-228050.1983
3.772;-245145.6692
3.774;-264998.2526
3.776;-247251.3812
3.778;-245921.0996
3.78;-234960.8108
3.782;-247792.3646
3.784;-222971.5731
3.786;-236943.3864
3.788;-235154.6472
3.79;-235516.4277
3.792;-196996.5125
3.794;-193744.8975
3.796;-246391.8936
3.798;-275528.1169
3.8;-310412.8423
3.802;-318852.8475
3.804;-275078.3655
3.806;-310530.5053
3.808;-303923.7353
3.81;-310369.254
3.812;-331394.3557
3.814;-331638.8136
3.816;-375206.7542
3.818;-367176.8822
3.82;-327572.9584
3.822;-346126.7674
3.824;-325689.4988
3.826;-325777.4128
3.828;-274129.6594
3.83;-260919.3805
3.832;-267429.6437
3.834;-254351.0655
3.836;-257776.6796
3.838;-253879.8461
3.84;-213003.4797
3.842;-225285.1734
3.844;-167752.2257
3.846;-186219.8366
3.848;-178908.4494
3.85;-175151.3144
3.852;-162104.1443
3.854;-162319.4912
3.856;-187162.8851
3.858;-225875.8567
3.86;-216112.5038
3.862;-208720.9304
3.864;-228999.968
3.866;-234000.6475
3.868;-254861.9314
3.87;-283494.1519
3.872;-287940.8736
3.874;-289461.3615
3.876;-258631.8849
3.878;-231216.1965
3.88;-202572.1642
3.882;-175245.354
3.884;-209869.0455
3.886;-234846.9338
3.888;-246353.6934
3.89;-267995.328
3.892;-253063.6067
3.894;-272312.6175
3.896;-284999.0705
3.898;-313011.2134
3.9;-302749.7705
3.902;-319815.1095
3.904;-319919.1317
3.906;-278359.7155
3.908;-328054.1886
3.91;-323907.1688
3.912;-327715.918
3.914;-233142.6629
3.916;-221703.1292
3.918;-240841.8505
3.92;-228121.4088
3.922;-207423.957
3.924;-198975.8126
3.926;-211696.226
3.928;-214447.3264
3.93;-248062.4593
3.932;-249575.1767
3.934;-286801.9611
3.936;-280319.6603
3.938;-316799.4302
3.94;-345413.7844
3.942;-360275.373
3.944;-370164.8543
3.946;-384517.449
3.948;-385328.4137
3.95;-365507.9897
3.952;-341984.7673
3.954;-340972.2242
3.956;-347218.0361
3.958;-359413.6734
3.96;-354174.1939
3.962;-381903.934
3.964;-345482.9813
3.966;-400042.4484
3.968;-384655.8428
3.97;-416304.7633
3.972;-446341.3686
3.974;-470530.1288
3.976;-408467.4799
3.978;-458191.5036
3.98;-409058.2341
3.982;-402977.9841
3.984;-402233.8057
3.986;-429714.4655
3.988;-390107.1668
3.99;-386195.4165
3.992;-382971.0122
3.994;-397227.0999
3.996;-369683.7092
3.998;-364237.2911
4;-336137.4611
4.0019992;-313405.8057
4.004;-272133.5565
4.006;-298797.8916
4.008;-299422.8188
4.0099992;-321585.8405
4.012;-308484.6883
4.014;-292520.544
4.016;-280587.4294
4.0179992;-240227.8984
4.02;-274685.0211
4.022;-277727.0177
4.024;-290203.1859
4.0259992;-327617.3407
4.028;-321016.9515
4.03;-336345.2503
4.032;-310121.9886
4.0339992;-332756.8536
4.036;-358480.0828
4.038;-346462.8544
4.04;-375167.6182
4.0419992;-364362.7815
4.044;-329396.4094
4.046;-312637.0114
4.048;-335244.0842
4.0499992;-352227.3795
4.052;-289279.6346
4.054;-348725.1668
4.056;-368473.3877
4.0579992;-446030.7199
4.06;-397475.1026
4.062;-481502.0307
4.064;-408054.7093
4.0659992;-402269.7655
4.068;-375163.1091
4.07;-373370.9951
4.072;-383939.5132
4.074;-366032.2412
4.076;-402191.2667
4.078;-370106.3773
4.08;-381690.4163
4.082;-354020.2592
4.084;-383456.2412
4.086;-377258.2997
4.088;-399542.898
4.09;-418935.2372
4.092;-367586.5901
4.094;-340169.3702
4.096;-334813.3052
4.098;-350846.1928
4.0999992;-380336.0576
4.102;-321101.434
4.104;-347951.0409
4.106;-320154.3728
4.1079992;-312451.2859
4.11;-261280.0266
4.112;-244320.2411
4.114;-213533.9701
4.1159992;-175667.0154
4.118;-181855.9386
4.12;-192107.9093
4.122;-171502.4554
4.1239992;-157786.713
4.126;-158434.3703
4.128;-177561.9321
4.13;-179555.5253
4.1319992;-201418.5757
4.134;-240515.4907
4.136;-240671.1836
4.138;-228742.5925
4.1399992;-209450.759
4.142;-273982.7295
4.144;-315823.1588
4.146;-346170.1573
4.1479992;-375661.922
4.15;-366229.7925
4.152;-410469.9071
4.154;-349795.6482
4.1559992;-314956.1843
4.158;-368223.8252
4.16;-401553.2374
4.162;-416901.2177
4.1639992;-405934.3639
4.166;-460598.704
4.168;-503009.6105
4.17;-527231.8065
4.1719992;-504674.7596
4.174;-516337.0421
4.176;-507735.7571
4.178;-532975.4874
4.1799992;-507466.3997
4.182;-529156.8409
4.184;-506324.7647
4.186;-522675.0788
4.1879992;-413893.3374
4.19;-424608.8989
4.192;-424773.2982
4.194;-466891.7344
4.1959992;-393205.23
4.198;-340704.2565
4.2;-355246.6603
4.202;-324054.8078
4.2039992;-316224.7843
4.206;-321051.9752
4.208;-321627.2736
4.21;-326791.6858
4.2119992;-322375.4222
4.214;-283335.7648
4.216;-285759.045
4.218;-367495.358
4.2199992;-297670.9183
4.222;-297905.0818
4.224;-283380.4875
4.226;-290161.0155
4.2279992;-320744.5595
4.23;-300871.047
4.232;-243452.019
4.234;-278043.168
4.2359992;-276430.9093
4.238;-263790.1999
4.24;-272011.6112
4.242;-259452.0947
4.2439992;-288022.8889
4.246;-310649.955
4.248;-272570.5744
4.25;-312005.0511
4.2519992;-320894.0419
4.254;-322794.6872
4.256;-229842.9646
4.258;-269015.4715
4.2599992;-240723.2515
4.262;-215203.9969
4.264;-197430.3968
4.266;-230612.2126
4.2679992;-214042.2835
4.27;-304923.4599
4.272;-253207.3886
4.274;-294826.2178
4.2759992;-237287.1161
4.278;-308556.1257
4.28;-267156.2876
4.282;-237082.7444
4.2839992;-206901.2229
4.286;-192462.0469
4.288;-214079.6613
4.29;-182441.3469
4.2919992;-241363.3226
4.294;-183216.0542
4.296;-221193.8799
4.298;-181160.9495
4.2999992;-185962.6737
4.302;-207326.5283
4.304;-216997.5856
4.306;-222417.672
4.308;-209740.6911
4.31;-211638.8832
4.312;-207769.0055
4.314;-218267.7596
4.316;-246687.1997
4.318;-242504.8159
4.32;-261198.6353
4.322;-260883.4774
4.324;-262315.1155
4.326;-274867.3718
4.328;-306885.3047
4.33;-311205.9405
4.332;-264472.6399
4.334;-273332.5341
4.336;-286538.7009
4.338;-292764.633
4.34;-366091.3705
4.342;-375347.4733
4.344;-403469.4805
4.346;-442658.3082
4.348;-471803.6916
4.35;-497251.8634
4.352;-434502.0953
4.354;-408342.6137
4.356;-424026.8511
4.3579992;-536622.0493
4.36;-464143.0871
4.362;-502829.0747
4.364;-585842.3537
4.3659992;-524269.8399
4.368;-638298.803
4.37;-527106.3446
4.372;-522169.5446
4.3739992;-290569.419
4.376;-259898.613
4.378;-230002.1741
4.38;-225605.4358
4.3819992;-197736.9617
4.384;-169551.543
4.386;-155351.3658
4.388;-131644.3747
4.3899992;-124462.7175
4.392;-108468.895
4.394;-101608.1453
4.396;-95230.36294
4.3979992;-93166.87103
4.4;-87621.67734
4.402;-86568.08402
4.404;-77157.11759
4.4059992;-92062.62786
4.408;-79976.72719
4.41;-76556.94105
4.412;-86890.66482
4.4139992;-99355.81541
4.416;-97524.35279
4.418;-110625.7105
4.42;-126770.6602
4.4219992;-112756.9176
4.424;-157546.3107
4.426;-179763.4562
4.428;-162050.7436
4.4299992;-207351.8107
4.432;-231191.9066
4.434;-219360.4887
4.436;-232709.6719
4.4379992;-236238.9394
4.44;-275568.0752
4.442;-255583.7059
4.444;-220652.4994
4.4459992;-325475.4422
4.448;-212349.2289
4.45;-236555.1749
4.452;-182194.663
4.4539992;-279336.2705
4.456;-225909.0514
4.458;-178817.3166
4.46;-198907.5232
4.4619992;-219918.2468
4.464;-188177.2574
4.466;-188350.4907
4.468;-189598.7569
4.4699992;-197700.5482
4.472;-216294.3724
4.474;-227020.4694
4.476;-224863.8949
4.4779992;-215138.9548
4.48;-177693.9024
4.482;-165842.3495
4.484;-158302.4992
4.4859992;-143912.8814
4.488;-150316.9813
4.49;-158766.1607
4.492;-165413.6976
4.4939992;-163708.5476
4.496;-167252.4486
4.498;-185312.3933
4.5;-179823.0392
4.5019992;-186696.4443
4.504;-174968.0419
4.506;-156084.8812
4.508;-135563.1867
4.5099992;-159173.0185
4.512;-149211.0508
4.514;-147405.2392
4.516;-171466.439
4.5179992;-203116.3665
4.52;-198995.3239
4.522;-182699.8284
4.524;-178520.011
4.5259992;-148781.3495
4.528;-199561.8732
4.53;-223388.0447
4.532;-256363.8155
4.5339992;-254837.0034
4.536;-297399.7744
4.538;-292286.4373
4.54;-355574.7499
4.5419992;-381596.6034
4.544;-419576.698
4.546;-327146.5751
4.548;-369746.9222
4.55;-327529.3416
4.552;-355000.104
4.554;-353071.4963
4.556;-367852.7711
4.558;-342804.2115
4.56;-317765.0953
4.562;-339025.5232
4.564;-318413.2205
4.566;-282659.2802
4.568;-348289.2832
4.57;-328899.6099
4.572;-339681.6741
4.574;-288787.5994
4.576;-272613.9926
4.578;-263373.2036
4.58;-275998.9393
4.582;-255045.7568
4.584;-299997.238
4.586;-287860.1061
4.588;-290725.594
4.59;-317730.8089
4.592;-290358.737
4.594;-393499.1182
4.596;-352211.4415
4.598;-416530.4473
4.6;-348773.4628
4.602;-358923.5383
4.604;-428949.6699
4.606;-351529.7389
4.608;-349140.1496
4.61;-327271.2713
4.612;-333733.9759
4.614;-361160.8378
4.6159992;-411726.0005
4.618;-399167.9305
4.62;-430065.4695
4.622;-407564.5742
4.6239992;-382958.4207
4.626;-383328
4.628;-390061.4232
4.63;-396137.079
4.6319992;-363094.4651
4.634;-307521.8876
4.636;-345489.9578
4.638;-354805.6721
4.6399992;-353320.8602
4.642;-406726.9234
4.644;-386937.4678
4.646;-364527.918
4.6479992;-339868.7325
4.65;-354145.5225
4.652;-344514.1399
4.654;-284976.4397
4.6559992;-291972.5274
4.658;-267519.9399
4.66;-276158.9145
4.662;-278401.9142
4.6639992;-310184.6627
4.666;-258096.1196
4.668;-249820.2868
4.67;-229456.5255
4.6719992;-279057.9232
4.674;-242790.3095
4.676;-222282.4404
4.678;-246150.2717
4.6799992;-249622.1398
4.682;-268790.2697
4.684;-253933.502
4.686;-235254.1178
4.6879992;-250569.6832
4.69;-237762.8589
4.692;-255445.539
4.694;-240734.3968
4.6959992;-281741.0888
4.698;-278886.5758
4.7;-256079.1157
4.702;-296389.6703
4.7039992;-322718.4855
4.706;-277873.2103
4.708;-274422.1013
4.71;-282667.2493
4.7119992;-390672.4826
4.714;-329183.3171
4.716;-338376.6324
4.718;-355012.185
4.7199992;-412520.9138
4.722;-375545.5352
4.724;-347330.5946
4.726;-380235.6938
4.7279992;-487317.4041
4.73;-451712.2088
4.732;-411965.4671
4.734;-401895.2799
4.7359992;-401277.8111
4.738;-365998.5503
4.74;-361644.819
4.742;-309468.6452
4.7439992;-349688.0243
4.746;-309920.7505
4.748;-344727.6578
4.75;-336345.5907
4.7519992;-370986.2552
4.754;-336738.0844
4.756;-359768.988
4.758;-354635.8277
4.7599992;-418377.3516
4.762;-389198.0786
4.764;-367526.8937
4.766;-402853.5148
4.7679992;-505166.7947
4.77;-384833.9963
4.772;-403910.8657
4.774;-417306.303
4.7759992;-611838.3718
4.778;-454318.7757
4.78;-432716.5605
4.782;-571101.0371
4.784;-496331.6584
4.786;-486586.4696
4.788;-360330.5888
4.79;-348680.983
4.792;-392514.1688
4.794;-328645.7934
4.796;-325853.9265
4.798;-285397.2645
4.8;-287203.5298
4.802;-272750.5714
4.804;-263259.7378
4.806;-270779.4245
4.808;-243032.2718
4.81;-267557.828
4.812;-251599.5255
4.814;-360102.0405
4.816;-352276.8949
4.818;-376895.7818
4.82;-397452.5852
4.822;-408497.4842
4.824;-407906.73
4.826;-348571.1755
4.828;-380974.0584
4.83;-358450.5607
4.832;-386603.3378
4.834;-362717.0586
4.836;-267629.2652
4.838;-233063.8239
4.84;-238161.5492
4.842;-212759.348
4.844;-225428.5018
4.846;-237034.9587
4.848;-241865.2268
4.85;-263275.2505
4.852;-275405.4909
4.854;-263313.3655
4.856;-269339.0237
4.858;-287813.1146
4.86;-255273.0855
4.862;-249756.9887
4.864;-231291.6749
4.8659992;-249215.5798
4.868;-287500.5658
4.87;-271658.3951
4.872;-277916.4017
4.8739992;-274504.7405
4.876;-227773.6236
4.878;-234192.8248
4.88;-144122.0886
4.8819992;-143504.5773
4.884;-156596.229
4.886;-208432.8275
4.888;-135865.7386
4.8899992;-116979.9901
4.892;-119914.8947
4.894;-127524.3105
4.896;-136007.2094
4.8979992;-140701.1396
4.9;-172992.4569
4.902;-175806.4442
4.904;-168963.5114
4.9059992;-143854.7589
4.908;-165839.9956
4.91;-195896.8779
4.912;-173940.1421
4.9139992;-130380.5676
4.916;-226071.0543
4.918;-199569.5869
4.92;-190793.8634
4.9219992;-224736.6465
4.924;-179496.1408
4.926;-252956.8903
4.928;-290900.1459
4.9299992;-180352.0409
4.932;-252918.0095
4.934;-323580.639
4.936;-323951.1542
4.9379992;-283260.2438
4.94;-289394.6603
4.942;-316884.7352
4.944;-299375.9407
4.9459992;-307901.648
4.948;-339818.338
4.95;-311620.6965
4.952;-306242.029
4.9539992;-314238.4937
4.956;-296624.7977
4.958;-289266.9011
4.96;-298083.604
4.9619992;-298356.9883
4.964;-304066.6948
4.966;-317610.2532
4.968;-309851.8655
4.9699992;-258594.6774
4.972;-308228.348
4.974;-335926.0136
4.976;-398548.8737
4.9779992;-337432.804
4.98;-302964.5644
4.982;-317234.2646
4.984;-330401.0402
4.9859992;-347138.6016
4.988;-346926.048
4.99;-374457.2158
4.992;-347852.1518
4.9939992;-359061.3649
4.996;-369300.6307
4.998;-413730.0157
5;-403996.9365
5.0019992;-429538.4105
5.004;-404879.0265
5.006;-418018.2084
5.008;-407163.0905
5.0099992;-392091.1037
5.012;-355228.0849
5.014;-372980.5999
5.016;-340120.0249
5.0179992;-336401.1184
5.02;-346862.5798
5.022;-327334.0022
5.024;-295038.2893
5.026;-295963.2019
5.028;-292723.0582
5.03;-246040.0955
5.032;-238559.9983
5.034;-254044.0187
5.036;-227888.1955
5.038;-233079.6768
5.04;-229473.9524
5.042;-207459.7891
5.044;-225993.4489
5.046;-251469.3278
5.048;-240903.4753
5.05;-253248.9919
5.052;-268045.6943
5.054;-277812.0392
5.056;-306554.2657
5.058;-267281.0689
5.06;-287572.6271
5.062;-270028.3266
5.064;-282913.0116
5.066;-292734.9692
5.068;-264826.9337
5.07;-237111.0896
5.072;-249609.69
5.074;-246693.609
5.076;-252186.2243
5.078;-247291.4246
5.08;-257426.2995
5.082;-219341.7574
5.084;-225620.2678
5.086;-209469.8165
5.088;-222273.0958
5.09;-203921.177
5.092;-195631.2921
5.094;-179178.9837
5.096;-201177.4359
5.098;-207099.9795
5.1;-199842.149
5.102;-143386.6874
5.104;-120794.2622
5.106;-127267.403
5.108;-146018.5366
5.11;-167520.2745
5.112;-190188.3908
5.114;-198122.1244
5.116;-228320.1086
5.118;-246780.9559
5.12;-245232.3071
5.122;-254136.4703
5.1239992;-298642.0853
5.126;-243473.2033
5.128;-214537.0838
5.13;-228512.6547
5.1319992;-250720.5834
5.134;-299328.7791
5.136;-289684.2094
5.138;-314504.3912
5.1399992;-329993.6861
5.142;-383335.9974
5.144;-402070.2572
5.146;-372644.428
5.1479992;-387887.762
5.15;-323407.0228
5.152;-337693.455
5.154;-319022.1814
5.1559992;-420546.4751
5.158;-367331.1855
5.16;-385709.5069
5.162;-349413.8175
5.1639992;-390768.0536
5.166;-375722.8948
5.168;-367318.6791
5.17;-325559.0173
5.1719992;-316810.0084
5.174;-326667.5569
5.176;-309778.9253
5.178;-290630.5901
5.1799992;-282901.9515
5.182;-285095.3505
5.184;-318117.8008
5.186;-320482.1503
5.1879992;-322167.7182
5.19;-298005.6724
5.192;-283045.138
5.194;-286146.5475
5.1959992;-283468.8553
5.198;-312914.1675
5.2;-308561.4005
5.202;-289569.8361
5.2039992;-296315.397
5.206;-285673.5982
5.208;-307668.8743
5.21;-306636.0542
5.2119992;-280855.5105
5.214;-290192.8065
5.216;-254998.0847
5.218;-310808.6257
5.2199992;-255014.3345
5.222;-286330.0043
5.224;-292906.7419
5.226;-283128.8832
5.2279992;-309579.8424
5.23;-359723.1878
5.232;-387505.3643
5.234;-399569.2723
5.2359992;-333102.3559
5.238;-338601.1819
5.24;-285752.3522
5.242;-223524.3966
5.2439992;-229413.3626
5.246;-193294.8485
5.248;-208371.146
5.25;-189677.9363
5.2519992;-187330.4181
5.254;-197113.8778
5.256;-196320.8504
5.258;-223057.8849
5.26;-177407.5012
5.262;-174996.3587
5.264;-170252.8846
5.266;-163712.9858
